data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2023,52364265,,51
2023,52364266,,51
2023,52364267,,3
2023,52364268,,51
2023,52364269,,3
2023,52364270,,51
2023,52364271,,51
2023,52364272,,3
2023,52364273,,51
2023,52364274,,51
2023,52364275,,51
2023,52364276,,51
2023,52364277,,51
2023,52840024,,51
2023,52364278,,53
2023,52364279,,51
2023,52364280,,51
2023,52364281,,51
2023,52364282,,51
2023,52364283,,51
2023,54438454,,3
2023,52364285,,51
2023,52364286,,51
2023,52364287,,51
2023,52364288,,3
2023,52364289,,51
2023,52364290,,51
2023,52840037,,51
2023,52840040,,51
2023,52364293,,51
2023,52364294,,51
2023,52364295,,51
2023,52364298,,51
2023,52364300,,51
2023,54438455,,51
2023,52364301,,51
2023,52840043,,51
2023,52364304,,51
2023,52840046,,51
2023,52840048,,51
2023,52364312,,51
2023,52364318,,51
2023,52364319,,51
2023,52364327,,51
2023,52364328,,51
2023,52364329,,51
2023,52364330,,51
2023,52364333,,51
2023,52364344,,51
2023,52364351,,51
2023,53235268,,51
